sku,title,price_in_pounds,category,description,in_stocks,product_image_link,size,color,activity,gender,material,pattern,strap,style,product_link,scrape_ts
24-WG088,Sprite Foam Roller,19.0,Fitness Equipment,"It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-foam-roller.jpg,,,"Yoga, Gym","Men, Women, Unisex",Foam,,,,https://gopher1.extrkt.com/?product=sprite-foam-roller,2024-02-04 20:00:44
24-WG084,Sprite Foam Yoga Brick,5.0,Fitness Equipment,"Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-brick.jpg,,,"Yoga, Recreation, Sports, Gym","Men, Women, Unisex",Foam,,,,https://gopher1.extrkt.com/?product=sprite-foam-yoga-brick,2024-02-04 20:00:45
24-WG081-gray,Sprite Stasis Ball 55 cm,23.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray.jpg,55 cm,Gray,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm,2024-02-04 20:00:49
24-WG081-pink,Sprite Stasis Ball 55 cm,23.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink.jpg,55 cm,Red,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2,2024-02-04 20:00:50
24-WG081-blue,Sprite Stasis Ball 55 cm,23.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball.jpg,55 cm,Blue,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-3,2024-02-04 20:00:54
24-WG082-gray,Sprite Stasis Ball 65 cm,27.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray.jpg,65 cm,Gray,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm,2024-02-04 20:00:56
24-WG082-pink,Sprite Stasis Ball 65 cm,27.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink.jpg,65 cm,Red,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-2,2024-02-04 20:01:00
24-WG082-blue,Sprite Stasis Ball 65 cm,27.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball.jpg,65 cm,Blue,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-3,2024-02-04 20:01:03
24-WG083-gray,Sprite Stasis Ball 75 cm,32.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray.jpg,75 cm,Gray,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm,2024-02-04 20:01:05
24-WG083-pink,Sprite Stasis Ball 75 cm,32.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink.jpg,75 cm,Red,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2,2024-02-04 20:01:09
24-WG083-blue,Sprite Stasis Ball 75 cm,32.0,Fitness Equipment,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball.jpg,75 cm,Blue,"Yoga, Gym","Men, Women, Boys, Girls, Unisex",Plastic,,,,https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3,2024-02-04 20:01:12
24-WG087,Sprite Yoga Strap 10 foot,21.0,Fitness Equipment,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap.jpg,10 foot,,Yoga,"Men, Women, Unisex","Canvas, Plastic",,,,https://gopher1.extrkt.com/?product=sprite-yoga-strap-10-foot,2024-02-04 20:01:14
24-WG085,Sprite Yoga Strap 6 foot,14.0,Fitness Equipment,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap.jpg,6 foot,,Yoga,"Men, Women, Unisex","Canvas, Plastic",,,,https://gopher1.extrkt.com/?product=sprite-yoga-strap-6-foot,2024-02-04 20:01:15
24-WG086,Sprite Yoga Strap 8 foot,17.0,Fitness Equipment,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap.jpg,8 foot,,Yoga,"Men, Women, Unisex","Canvas, Plastic",,,,https://gopher1.extrkt.com/?product=sprite-yoga-strap-8-foot,2024-02-04 20:01:17
MH06,Stark Fundamental Hoodie,42.0,Hoodies & Sweatshirts,"You don’t need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm, while breathable fabric and wicking technology won’t let you overheat.
• Navy specked full zip hoodie.• Ribbed cuffs, banded waist.• Side pockets.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh06-blue_main.jpg,"XS, S, M, L, XL","Black, Blue, Purple",,,,,,,https://gopher1.extrkt.com/?product=stark-fundamental-hoodie,2024-02-04 20:01:18
WJ01,Stellar Solar Jacket,75.0,Erin Recommends Clothing,"Beat the heat and protect yourself from sunrays with the Stellar Solar Jacket. It’s loaded with all the engineered features you need for an intense, safe outdoor workout: 100% UV protection, a breathable perforated construction, and advanced moisture-wicking technology.
• Loose fit.• Reflectivity.• Flat seams.• Machine wash/dry.• Deep pink jacket with front panel rouching",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj01-red_main.jpg,"XS, S, M, L, XL","Blue, Red, Yellow",,,,,,,https://gopher1.extrkt.com/?product=stellar-solar-jacket,2024-02-04 20:01:20
MS08,Strike Endurance Tee,39.0,Tees,"While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.
• Loose fit.• Ribbed cuffs/collar.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms08-black_main.jpg,"XS, S, M, L, XL","Black, Blue, Red",,,,,,,https://gopher1.extrkt.com/?product=strike-endurance-tee,2024-02-04 20:01:24
24-MB04,Strive Shoulder Pack,32.0,Erin Recommends,"Convenience is next to nothing when your day is crammed with action. So whether you’re heading to class, gym, or the unbeaten path, make sure you’ve got your Strive Shoulder Pack stuffed with all your essentials, and extras as well.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb04-black-0.jpg,,,"Gym, Trail, Urban, Hiking",,"Canvas, Cotton, Mesh, Polyester",Solid,"Adjustable, Cross Body, Padded, Shoulder, Single","Messenger, Exercise, Tote",https://gopher1.extrkt.com/?product=strive-shoulder-pack,2024-02-04 20:01:26
24-MG03,Summit Watch,54.0,New Luma Yoga Collection,"Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg03-br-0.jpg,,,"Recreation, Athletic, Sports, Outdoor, Gym","Men, Women, Unisex","Metal, Plastic, Silicone",,,,https://gopher1.extrkt.com/?product=summit-watch,2024-02-04 20:01:28
MP04,Supernova Sport Pant,45.0,Pants Clothing,"Turn the corner and open it up — your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech™ fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.
• Dark heather gray straight leg cotton pants.• Relaxed fit.• Internal drawstring.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp04-gray_main.jpg,"32, 33, 34, 36","Black, Gray, Green",,,,,,,https://gopher1.extrkt.com/?product=supernova-sport-pant,2024-02-04 20:01:30
WSH08,Sybil Running Short,44.0,Performance Fabrics Clothing,"Fortunately, it’s okay to look cute while you’re working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
• Blue running shorts with green waist.• Drawstring-adjustable waist.• 4″ inseam. Machine wash/line dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh08-purple_main.jpg,"28, 29, 30, 31, 32",Purple,,,,,,,https://gopher1.extrkt.com/?product=sybil-running-short,2024-02-04 20:01:32
WP11,Sylvia Capri,42.0,Pants Clothing,"Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.
• Green striped capri.• Strategic side seam• Comfort gusset with lining.• Flat seaming.• Wide waistband.• Moisture wicking.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp11-green_main.jpg,"28, 29","Blue, Green, Red",,,,,,,https://gopher1.extrkt.com/?product=sylvia-capri,2024-02-04 20:01:35
MJ09,Taurus Elements Shell,65.0,Jackets,"What’s a little rain or snow when you’re inside the Taurus Elements Shell? This specially engineered Cocona® jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.
• Yellow 1/4 zip pullover.• Two chest pockets.• Standard fit.• Waterproof, breathable, seam sealed.• Cocona® performance fabric.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj09-yellow_main.jpg,"XS, S, M, L, XL","Blue, White, Yellow",,,,,,,https://gopher1.extrkt.com/?product=taurus-elements-shell,2024-02-04 20:01:38
MH02,Teton Pullover Hoodie,70.0,Hoodies & Sweatshirts,"This Teton Pullover Hoodie gives you more than laid-back style. It’s equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
• Black pullover hoodie.• Soft, brushed interior.• Front hand pockets.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh02-black_main.jpg,"XS, S, M, L, XL","Black, Purple, Red",,,,,,,https://gopher1.extrkt.com/?product=teton-pullover-hoodie,2024-02-04 20:01:44
MP07,Thorpe Track Pant,68.0,New Luma Yoga Collection Clothing,"Thirty degree temps are chilly for most, except when you’re in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying, weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.
• Moisture transfer properties.• 7% stretch.• Reflective safety trim.• Elastic drawcord waist.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp07-blue_main.jpg,"32, 33, 34, 36","Black, Blue, Purple",,,,,,,https://gopher1.extrkt.com/?product=thorpe-track-pant,2024-02-04 20:01:46
MT10,Tiberius Gym Tank,18.0,Tanks,"Whether you’re classy or just sweaty, the Tiberius Gym Tank helps you look good while you’re at it. What’s more, its moisture-wicking, quick-drying, anti-microbial and anti-odor construction help ensure you’re welcome back to the gym.
• Yellow scoop neck cotton tank.• Comfortable, relaxed fit.• 55% Hemp / 45% Organic Cotton.• Pesticide- and herbicide-free hemp.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt10-yellow_main.jpg,"XS, S, M, L, XL",Yellow,,,,,,,https://gopher1.extrkt.com/?product=tiberius-gym-tank,2024-02-04 20:01:50
WS09,Tiffany Fitness Tee,28.0,Eco Friendly Clothing,"You’ll work out and look cute doing it in the short-sleeve Tiffany Fitness Tee. The longer length and fitted cut offer a smoother silhouette, while scoop neck pattern and drape effects lend a trendy touch.
• Teal soft scoop neck tee.• Contrast stitching pattern.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws09-blue_main.jpg,"XS, S, M, L, XL","Blue, Red, White",,,,,,,https://gopher1.extrkt.com/?product=tiffany-fitness-tee,2024-02-04 20:01:53
MSH04,Torque Power Short,32.5,Shorts,"Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You’ll stay cool, dry and energized miles later.
• Light gray shorts.• Fitted design.• Elastic waistband.• Flat-seam construction.• 7″ inseam.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh04-gray_main.jpg,"32, 33, 34, 36","Gray, Purple, Yellow",,,,,,,https://gopher1.extrkt.com/?product=torque-power-short,2024-02-04 20:01:55
MT02,Tristan Endurance Tank,29.0,Tanks,"Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it’s designed to keep you completely cool and dry on the long haul.
• White performance tank.• Stylish contrast stitching.• Relaxed fit.• Ribbed crew neckline.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt02-white_main.jpg,"XS, S, M, L, XL","Gray, Red, White",,,,,,,https://gopher1.extrkt.com/?product=tristan-endurance-tank,2024-02-04 20:01:57
MSH09,Troy Yoga Short,24.0,Performance Fabrics Clothing,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech™ wicking liner is also bacteria resistant.
• Navy polyester pinstripe shorts.• Woven fabric with moderate stretch.• 62% cotton/34% nylon/4% spandex.• LumaTech™ lining.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh09-blue_main.jpg,"32, 33, 34, 36","Black, Blue, Green",,,,,,,https://gopher1.extrkt.com/?product=troy-yoga-short,2024-02-04 20:02:01
MJ11,Typhon Performance Fleece-lined Jacket,60.0,Jackets,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.
• Black full-zip flight jacket.• Cocona® wicking fiber.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj11-black_main.jpg,"XS, S, M, L, XL","Black, Green, Red",,,,,,,https://gopher1.extrkt.com/?product=typhon-performance-fleece-lined-jacket,2024-02-04 20:02:02
MP02,Viktor LumaTech™ Pant,46.0,Performance Fabrics Clothing,"You’ll love the new Viktor LumaTech™ Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.
• Dark gray polyester/spandex straight leg pants.• Elastic waistband and internal drawstring.• Relaxed fit.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp02-gray_main.jpg,"32, 33, 34, 36","Blue, Gray, Red",,,,,,,https://gopher1.extrkt.com/?product=viktor-lumatech-pant,2024-02-04 20:02:06
24-WB01,Voyage Yoga Bag,32.0,Bags,"Everything you need for a trip to the gym will fit inside this surprisingly spacious Voyage Yoga Bag. Stock it with a water bottle, change of clothes, pair of shoes, and even a few beauty products. Fits inside a locker and zips shut for security.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb01-black-0.jpg,,,"Gym, Yoga",,"Nylon, Polyester",Solid,"Double, Shoulder","Exercise, Tote",https://gopher1.extrkt.com/?product=voyage-yoga-bag,2024-02-04 20:02:09
MT06,Vulcan Weightlifting Tank,28.0,Tanks,"The Olympic styled Vulcan Weightlifting Tank features polyester stretch and flex. Hit the rack in sleeveless style and unleash your personal best. This tank is designed to max performance, comfort and range of motion.
• Black polyester spandex tank.• 100% polyester.• Freedom of movement.• No-chafe seams.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt06-black_main.jpg,"XS, S, M, L, XL",Black,,,,,,,https://gopher1.extrkt.com/?product=vulcan-weightlifting-tank,2024-02-04 20:02:12
24-MB05,Wayfarer Messenger Bag,45.0,New Luma Yoga Collection,"Perfect for class, work or the gym, the Wayfarer Messenger Bag is packed with pockets. The dual-buckle flap closure reveals an organizational panel, and the roomy main compartment has spaces for your laptop and a change of clothes. An adjustable shoulder strap and easy-grip handle promise easy carrying.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb05-black-0.jpg,,,"Gym, Overnight, Travel",,"Nylon, Polyester",Solid,"Adjustable, Detachable, Double, Padded, Shoulder","Messenger, Laptop",https://gopher1.extrkt.com/?product=wayfarer-messenger-bag,2024-02-04 20:02:13
MP08,Zeppelin Yoga Pant,82.0,New Luma Yoga Collection Clothing,"Climb every mountain, or hold every pose, in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface, you’ll get all the comfort and versatility you need.
• Smooth exterior for easy over-layering.• Brushed fleece interior insulates and wicks.• No-roll elastic waistband with inner drawstring.• Chafe-resistant flatlock seams.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp08-green_main.jpg,"32, 33, 34, 36","Blue, Green, Red",,,,,,,https://gopher1.extrkt.com/?product=zeppelin-yoga-pant,2024-02-04 20:02:15
24-UG04,Zing Jump Rope,12.0,Fitness Equipment,"One of the world’s simplest and most portable exercise devices, a jump rope enables endless variations and fitness output. The Zing Jump Rope goes anywhere and can be used any time. It is adjustable in length and has contoured foam handles for a great grip.",100.0,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug04-bk-0.jpg,,,Gym,"Men, Women, Unisex","Leather, Plastic",,,,https://gopher1.extrkt.com/?product=zing-jump-rope,2024-02-04 20:02:18
WT02,Zoe Tank,29.0,Bras & Tanks,"The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.
• Salmon heather tank top.• 1″ elastic band on inner bra.• Mesh lining on shelf bra for support.• Soft, breathable fabric.• Dry wick fabric to stay cool and dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt02-orange_main.jpg,"XS, S, M, L, XL","Green, Orange, Yellow",,,,,,,https://gopher1.extrkt.com/?product=zoe-tank,2024-02-04 20:02:20
MS06,Zoltan Gym Tee,29.0,Tees,"This short-sleeve wonder works twice as hard to give you good gym days and good looks. The Zoltan Gym Tee helps you stay comfortable, while the looser sleeves and flatlock seams keep you moving in chafe-free comfort.
• Relaxed fit.• Crew neckline.• Machine wash/dry.",,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms06-blue_main.jpg,"XS, S, M, L, XL","Blue, Green, Yellow",,,,,,,https://gopher1.extrkt.com/?product=zoltan-gym-tee,2024-02-04 20:02:23
